via,barrio
CL SEVERO OCHOA,SUCINA
CL SEVILLA,MURCIA
CL SIERRA AITANA,ESPARRAGAL
CL SIERRA ALCARAZ,EL PALMAR
CL SIERRA,ALGEZARES
CL SIERRA ASCOY,MURCIA
CL SIERRA CARBONERA,MURCIA
CL SIERRA CARRASCOY,EL PALMAR
CL SIERRA CARRASCOY,ESPARRAGAL
CL SIERRA CARRASCOY,MURCIA
CL SIERRA COLUMBARES,EL PALMAR
CL SIERRA COLUMBARES,GEA Y TRUYOLS
CL SIERRA COLUMBARES,SAN JOSE
CL SIERRA CRESTA GALLO,EL PALMAR
CL SIERRA DE ALCARAZ,ESPARRAGAL
CL SIERRA DE ALTAONA,GARRES LOS
CL SIERRA DE CARRASCOY,SANTO ANGEL
CL SIERRA DE CAZORLA,ESPARRAGAL
CL SIERRA DE COLUMBARES,GARRES LOS
CL SIERRA DE GADOR,ESPARRAGAL
CL SIERRA DE GUADALUPE,ESPARRAGAL
CL SIERRA DE GUADARRAMA,ESPARRAGAL
CL SIERRA DE LA FUENSANTA,EL PALMAR
CL SIERRA DE LA MAGDALENA,ESPARRAGAL
CL SIERRA DE LA MUELA,ESPARRAGAL
CL SIERRA DE LA PILA,EL PALMAR
CL SIERRA DE LA PILA,ESPARRAGAL
CL SIERRA DE LA PILA (MONTEP,MURCIA
CL SIERRA DE LAS MORERAS,ESPARRAGAL
CL SIERRA DEL BURETE,ESPARRAGAL
CL SIERRA DEL CARCHE,ESPARRAGAL
CL SIERRA DEL CEREZO,ESPARRAGAL
CL SIERRA DEL GAVILAN,ESPARRAGAL
CL SIERRA DEL MOLINO,ESPARRAGAL
CL SIERRA DEL ORO,ESPARRAGAL
CL SIERRA DE LOS ALAMOS,ESPARRAGAL
CL SIERRA DEL SEGURA,ESPARRAGAL
CL SIERRA DEL TAIBILLA,ESPARRAGAL
CL SIERRA DE ORIHUELA,ESPARRAGAL
CL SIERRA DE RICOTE,ESPARRAGAL
CL SIERRA DE SANTA ANA,ESPARRAGAL
CL SIERRA ESPARTAL,MURCIA
CL SIERRA GREDOS,MURCIA
CL SIERRA MADRONA,ESPARRAGAL
CL SIERRA MIRAVETE,EL PALMAR
CL SIERRA MORENA,MURCIA
CL SIERRA MUELA,MURCIA
CL SIERRA NEVADA,ESPARRAGAL
CL SIERRA NEVADA,MURCIA
CL SIERRA NEVADA,SANGONERA SECA
CL SIERRA PILA,MURCIA
CL SIERRA TAIBILLA,EL PALMAR
CL SIERVAS JESUS,MURCIA
CL SIGFREDO HERNANDEZ,SANTA CRUZ
CL SILES,ESPARRAGAL
CL SIMONES,RAAL EL
CL SIMON GARCIA,CABEZO TORRES
CL SIMON GARCIA,MURCIA
CL SINCERIDAD,ALBERCA LA
CL S MIRADOR DE AGRIDULCE,GUADALUPE
CL SOCIEDAD DE CAZADORES,SANTO ANGEL
CL SOCIEDAD,MURCIA
CL SOCIEDAD,SAN BENITO
CL SOCRATES,SANGONERA VERDE
CL SOL,ALQUERIAS
CL SOL,CASILLAS
CL SOLEDAD,ALGEZARES
CL SOLEDAD,SAN BENITO
CL SOLEDAD (SAN JUAN),MURCIA
CL SOL,EL SECANO
CL SOLER,BENIAJAN
CL SOLER,SANGONERA VERDE
CL SOLER,TORREAGUERA
CL SOL,JERON.-AVILESES
CL SOL,LLANO BRUJAS
CL SOL,MARTINEZ PUERTO
CL SOL,MURCIA
CL SOL,PUNTAL EL
CL SOL,RAMOS LOS
CL SOL,SANGONERA VERDE
CL SOL,SUCINA
CL SOL- UR.LA GLORIETA,CHURRA
CL SOR CONCEPCION NAVARRO,SANGONERA VERDE
CL SORIA,MURCIA
CL SORIANO,TORREAGUERA
CL SOROLLA,PUNTAL EL
CL SOTO,BARQUEROS
CL SOTOGRANDE,GEA Y TRUYOLS
CL SUBIDA FORESTAL,SAN JOSE
CL SUBIDA FUENSANTA,ALGEZARES
CL SUBIDA SAN ROQUE,ALGEZARES
CL SUCINA,JERON.-AVILESES
CL SUR,PUNTAL EL
CL SUR,RAMOS LOS
CL SUR,SAN BENITO
CL SUR,TORREAGUERA
CL TABARCA,EL BOJAR
CL TABLACHO MORENO,ESPARRAGAL
CL TAIBILLA,PUENTE TOCINOS
CL TALLER,SAN BENITO
CL TALLER,SAN JOSE
CL TARAY,CHURRA
CL TARRAGONA,MURCIA
CL TARSO,GARRES LOS
CL TEJERA,CHURRA
CL TEJERA (ESPINARDO),MURCIA
CL TEJERAS,GARRES LOS
CL TEJERAS,SAN JOSE
CL TEJERA,TORREAGUERA
CL TEJO,SANTO ANGEL
CL TELEFONISTA ENCARNA AYALA,BENIAJAN
CL TELESFORO MARTINEZ,SUCINA
CL TENIENTE CHAMORRO,MURCIA
CL TENIENTE PEREZ REDONDO,MURCIA
CL TENOR GINES TORRANO,MURCIA
CL TENORIA,TORREAGUERA
CL TENOR SANTIAGO SANCHEZ,ESPINARDO
CL TEODORO BERNAL,EL PALMAR
CL TERCIA,ALQUERIAS
CL TERRERO,GARRES LOS
CL TERUEL,MURCIA
CL TIBURON,GEA Y TRUYOLS
CL TIENDA,ALJUCER
CL TIENDA,GEA Y TRUYOLS
CL TIERNO GALVAN,SAN JOSE
CL TINTOS,MONTEAGUDO
CL TIO CARACOL,SANGONERA VERDE
CL TIO RICARDO,SUCINA
CL TIRSO MOLINA,LAS LUMBRERAS
CL TIZIANO,MURCIA
CL T MIRADOR DE AGRIDULCE,GUADALUPE
CL TOBOSO,MURCIA
CL TODOS SANTOS,EL PALMAR
CL TOLEDO,EL PALMAR
CL TOMAS,BENIAJAN
CL TOMAS EDISON,SANGONERA SECA
CL TOMAS MAESTRE,MURCIA
CL TOMAS PUJANTE,ZARANDONA
CL TOMAS Y VALIENTE,LAS LUMBRERAS
CL TOMAS Y VALIENTE,MURCIA
CL TOMATERAS,SUCINA
CL TOMILLO,COBATILLAS
CL TOMILLO DEL - TORREGUIL,SANGONERA VERDE
CL TOMILLO,EL PALMAR
CL TOMILLO,ESPARRAGAL
CL TOMILLO,SANGONERA VERDE
CL TONELERO,MURCIA
CL TONOS,SANGONERA VERDE
CL TOPACIO,MURCIA
CL TORERO PEPIN LIRIA,MURCIA
CL TORNEL,DOLORES LOS
CL TORRALBAS,ESPARRAGAL
CL TORRAO,ESPARRAGAL
CL TORRAOS,MONTEAGUDO
CL TORRE ABELLAN,JERON.-AVILESES
CL TORRE ALVAREZ,MURCIA
CL TORREALVAREZ,MURCIA
CL TORRE CARADOC,SAN BENITO
CL TORRE CORDOBAS,NONDUERMAS
CL TORRE DE LOS LORENTES,GUADALUPE
CL TORRE DE ROMO,MURCIA
CL TORRE MARQUESA,MURCIA
CL TORRE MESAS,MURCIA
CL TORRE MESEGUER,SAN BENITO
CL TORRE,PUENTE TOCINOS
CL TORRE SALINAS,ALJUCER
CL TORRES,MURCIA
CL TORRETA,MURCIA
CL TORTOLAS,MONTEAGUDO
CL TOTANA,SANGONERA SECA
CL TOVAR,PUENTE TOCINOS
CL TRAMONTANA,BENIAJAN
CL TRAMPOLIN B,GEA Y TRUYOLS
CL TRANSFORMADOR,CASILLAS
CL TRANSFORMADOR,DOLORES LOS
CL TRANSFORMADOR,EL SECANO
CL TRANSFORMADOR-PROGRESO,SAN BENITO
CL TRANSFORMADOR,RAMOS LOS
CL TRAPERIA,MURCIA
CL TREBOL,COBATILLAS
CL TREBOLES,EL PALMAR
CL TREBOL,SANGONERA VERDE
CL TREINTA Y NUEVE - VALLE S,GEA Y TRUYOLS
CL TRES CARABELAS,CORVERA
CL TRES MAESTRAS,ALBERCA LA
CL TRIGO,COBATILLAS
CL TRINIDAD,MURCIA
CL TRINO SALINAS,RAAL EL
CL TRIUNFO,ALBERCA LA
CL TRIUNFO,MURCIA
CL TRONISTAS HNOS LORENTE,NONDUERMAS
CL TROVERO PERICO CARDOSO,SANGONERA VERDE
CL TROVERO REPUNTIN,PUENTE TOCINOS
CL TTE GRAL GUTIERREZ MELLAD,CORVERA
CL TUCUMAN,ESPARRAGAL
CL TUDMIR,PUENTE TOCINOS
CL TULIPAN,EL PALMAR
CL TULIPANES,COBATILLAS
CL TURBEDAL,ALBERCA LA
CL TURBINTO,ALGEZARES
CL TURBINTOS,ALBERCA LA
CL TURMALINA,EL PALMAR
CL TURRONEROS,MURCIA
CL TUSOS,SANGONERA VERDE
CL UA1 PP PU-GT18,GEA Y TRUYOLS
CL UA1 PP ZB-CV2,CORVERA
CL UA1 PP ZB-EG2-1,ESPARRAGAL
CL UA1 PP ZI-SA2,SANTO ANGEL
CL UA1 PP ZM-CT1,CABEZO TORRES
CL UA1 SECTOR ZU-SP-JA5,JERON.-AVILESES
CL UA 2 PM-CT5,CABEZO TORRES
CL UA2 PP LA GRANJA,EL PALMAR
CL UA2 PP ZM-PN01,PUNTAL EL
CL UA3 PP LA GRAJA,EL PALMAR
CL UA3 PP ZM-SS1-1,SANGONERA SECA
CL UA EL MERINO 1,MARTINEZ PUERTO
CL UA EL MERINO 2,MARTINEZ PUERTO
CL UA EL MERINO 3,MARTINEZ PUERTO
CL UA III PP CR4,MURCIA
CL UAJ3 SECTOR UD-CH2,CHURRA
CL UA UM-3063-A,ZARANDONA
CL UA UNICA PE PC-PM2,EL PALMAR
CL UD-ALQUERIAS1,ALQUERIAS
CL UE 2 SECTOR INDUS,ZENETA
CL UE-PS2,PUEBLA DE SOTO
CL ULEA,MURCIA
CL ULISES,GARRES LOS
CL UM-055 ALQUERIAS,ALQUERIAS
CL UMBRETE,MURCIA
CL UNAMUNO,VALLADOLISES
CL UNION MUSICAL GUADALUPANA,GUADALUPE
CL UNION,SAN JOSE
CL UNIVERSIDAD -UR.AGRIDULCE,GUADALUPE
CL UNIVERSO,CASILLAS
CL UNO UE IV CR5,MURCIA
CL URANO,CABEZO TORRES
CL URANO,MURCIA
CL URBANIZABLE ESPINARDO,MURCIA
CL URRUTIAS LOS,MURCIA
CL URUGUAY,SAN GINES
CL V11,MURCIA
CL VALDIVIA,SANGONERA VERDE
CL VALENCIA DE ALCANTARA,ESPARRAGAL
CL VALENCIA,ESPARRAGAL
CL VALENCIA (ESPINARDO),MURCIA
CL VALENCIA (VISTABELLA),MURCIA
CL VALLE,ALBERCA LA
CL VALLE,EL PALMAR
CL VALLE HERMOSO,ALBERCA LA
CL VALLE INCLAN,LAS LUMBRERAS
CL VALLE INCLAN,VALLADOLISES
CL VALLE LEIVA,PUENTE TOCINOS
CL VAQUILLA,CARRASCOY
CL VARA REY,MURCIA
CL VASCONGADAS,CHURRA
CL VEGA SEGURA,SANGONERA SECA
CL VEINTINUEVE MARZO,ZENETA
CL VELARDE,DOLORES LOS
CL VELASCO,PUENTE TOCINOS
CL VELAZQUEZ,CABEZO TORRES
CL VELAZQUEZ,CASILLAS
CL VELAZQUEZ,COBATILLAS
CL VELAZQUEZ (ESPINARDO),MURCIA
CL VELAZQUEZ,PUNTAL EL
CL VELAZQUEZ,RAMOS LOS
CL VELAZQUEZ,SANGONERA SECA
CL VELAZQUEZ,SUCINA
CL VELETA,BENIAJAN
CL VELETA,CABEZO TORRES
CL VENECIA,MURCIA
CL VENTA MANOLITA,GEA Y TRUYOLS
CL VENTA,MARTINEZ PUERTO
CL VENUS,CABEZO TORRES
CL VENUS,EL PALMAR
CL VENUS,LLANO BRUJAS
CL VENUS,SANGONERA VERDE
CL VENUS (SAN PIO X),MURCIA
CL VERDOLAY,ALBERCA LA
CL VEREDA,ALJUCER
CL VEREDA CONDISOS,SANTA CRUZ
CL VEREDA CUENCA,SANTA CRUZ
CL VEREDA CUEVA,LA CUEVA
CL VEREDA DE FORTUNA,CHURRA
CL VEREDA DE LA CRUZ,LLANO BRUJAS
CL VEREDA,EL PALMAR
CL VEREDA FRANCISCO CONESA,SANTA CRUZ
CL VEREDA LOS VALENCIANOS,RAAL EL
CL VEREDA SANCHEZ,SANTA CRUZ
CL VEREDAS,ESPARRAGAL
CL VEREDA,TORREAGUERA
CL VERONICA,SANGONERA VERDE
CL VERONICAS,MURCIA
CL VERONICAS,SANGONERA VERDE
CL VIA,BENIAJAN
CL VIAL 4-4 PP ZM PM1,EL PALMAR
CL VIA LACTEA,CHURRA
CL VICENTE ALEIXANDRE,BENIAJAN
CL VICENTE ALEIXANDRE,CHURRA
CL VICENTE ALEIXANDRE,ESPARRAGAL
CL VICENTE ALEIXANDRE,LAS LUMBRERAS
CL VICENTE ALEIXANDRE,MURCIA
CL VICENTE ALEIXANDRE,ZARANDONA
CL VICENTE BAEZA,PUENTE TOCINOS
CL VICENTE MEDINA,ALBERCA LA
CL VICENTE MEDINA,CABEZO TORRES
CL VICENTE MEDINA,JAVALI VIEJO
CL VICENTE MEDINA,PUENTE TOCINOS
CL VICENTE MEDINA,TORREAGUERA
CL VICENTE MEDINA,ZARANDONA
CL VICENTE MEDINA,ZENETA
CL VICTOR CASTILLO,RAYA LA
CL VICTOR HUGO,PUNTAL EL
CL VICTORIA,ALBERCA LA
CL VICTORIA,ALJUCER
CL VICTORIA,CABEZO TORRES
CL VICTORIA KENT,ALBERCA LA
CL VICTORIA NAVARRO HELLIN,ZARANDONA
CL VICTORIANO,DOLORES LOS
CL VICTORIA,PUENTE TOCINOS
CL VICTORIA,RAMOS LOS
CL VICTORIA,SAN JOSE
CL VICTORINO,ESPARRAGAL
CL VICTORIO,MURCIA
CL VICTOR MORELLI,ALGEZARES
CL VIDALES 1,LOBOSILLO
CL VIDALES 2,LOBOSILLO
CL VIDRIEROS,MURCIA
CL VIENTO,SAN BENITO
CL VIENTOS,MURCIA
CL VILLA CISNEROS,MURCIA
CL VILLA DE LETUR,MURCIA
CL VILLA DE MADRID,RAAL EL
CL VILLA DE RICOTE,MURCIA
CL VILLA DE SAAVEDRA,ALBERCA LA
CL VILLALEAL,MURCIA
CL VILLANUEVA DEL RIO SEGURA,JERON.-AVILESES
CL VILLANUEVA DE SANGONERA,SANGONERA SECA
CL VILLANUEVA,MURCIA
CL VILLA TADEA,JERON.-AVILESES
CL VILLENA,PUENTE TOCINOS
CL VINADER,MURCIA
CL VINOS NUEVOS,GEA Y TRUYOLS
CL VIOLETAS,COBATILLAS
CL VIOLETAS,ESPARRAGAL
CL VIOLETAS,TORREAGUERA
CL VIOLONCHELISTA MIGUEL ANG,MURCIA
CL VIRGEN ANTIGUA,JAVALI NUEVO
CL VIRGEN ANTIGUA,MONTEAGUDO
CL VIRGEN,CABEZO TORRES
CL VIRGEN CARIDAD,EL BOJAR
CL VIRGEN CARMEN,GARRES LOS
CL VIRGEN CARMEN,JAVALI NUEVO
CL VIRGEN DE BELEN,SANGONERA SECA
CL VIRGEN DE LA AURORA,SANGONERA SECA
CL VIRGEN DE LA FUENSANTA,LOBOSILLO
CL VIRGEN DE LA FUENSANTA,NONDUERMAS
CL VIRGEN DE LA FUENSANTA,SAN BENITO
CL VIRGEN DE LA SALUD,CABEZO TORRES
CL VIRGEN DE LA SIERRA,SANGONERA VERDE
CL VIRGEN DE LAS LAGRIMAS,LLANO BRUJAS
CL VIRGEN DE LAS LAGRIMAS,MONTEAGUDO
CL VIRGEN DE LA SOLEDAD,DOLORES LOS
CL VIRGEN DE LA SOLEDAD,PUENTE TOCINOS
CL VIRGEN DE LA SOLEDAD(VIST,MURCIA
CL VIRGEN DE LA VEGA,EL PALMAR
CL VIRGEN DEL CARMEN,JAVALI NUEVO
CL VIRGEN DEL CARMEN,MURCIA
CL VIRGEN DEL CARMEN,SANGONERA SECA
CL VIRGEN DE LOS DOLORES,ALJUCER
CL VIRGEN DEL ROSARIO,SANGONERA SECA
CL VIRGEN DOLORES,RAAL EL
CL VIRGEN ESPERANZA,MURCIA
CL VIRGEN FUENSANTA,EL PALMAR
CL VIRGEN MARAVILLAS,MURCIA
CL VIRGEN MORENA,JAVALI NUEVO
CL VIRGEN PAZ,PUNTAL EL
CL VIRGEN ROCIO,PUENTE TOCINOS
CL VIRGEN SOLEDAD,EL PALMAR
CL VIRGILIO,GARRES LOS
CL VIRIATO,CABEZO TORRES
CL VISTABELLA,SUCINA
CL VISTA BUENA,SUCINA
CL VISTA IDEAL,ESPARRAGAL
CL VISTALEGRE,MURCIA
CL VISTA LEVANTE,SUCINA
CL V PP TM 218,CABEZO TORRES
CL WHISKY,GEA Y TRUYOLS
CL YECLA,MURCIA
CL YESARES,ALGEZARES
CL YESTE,ESPARRAGAL
CL YONAY MARTINEZ,GARRES LOS
CL ZAFIRO,MURCIA
CL ZAGALES,PUENTE TOCINOS
CL ZAMORA,MURCIA
CL ZANJA,CABEZO TORRES
CL ZARAICHICO,MURCIA
CL ZARANDONA,MURCIA
CL ZENETA,EL PALMAR
CL ZORRO,LLANO BRUJAS
CL ZP-CH3-1,CHURRA
CL ZP-CH3-3,CHURRA
CL ZP-CH3-4,CHURRA
CM ACEQUIA BENIEL,ALQUERIAS
CM ACEQUIA BOLLO NORTE,ALQUERIAS
CM ACEQUIA BOLLO SUR,ALQUERIAS
CM ACEQUIA DE BARRERAS,JAVALI NUEVO
CM ACEQUIA DE LA SIERRA,EL PALMAR
CM ACEQUIA DEL CARACOL,CABEZO TORRES
CM ACEQUIA DEL TURBEDAL,NONDUERMAS
CM ACEQUIA PARRAS,ALQUERIAS
CM AGOSTOS,ALQUERIAS
CM AGRIDULCE,GUADALUPE
CM ALBADEL,MURCIA
CM ALBERTO JUAN SANCHEZ,ALQUERIAS
CM ALJIBE,SANGONERA SECA
CM ALMARCHAS,ALJUCER
CM ALMAZARA,BARQUEROS
CM ALMAZARA BLANCA,SANGONERA SECA
CM ALMENDROS,ESPARRAGAL
CM ALTO DE LAS ATALAYAS,CABEZO TORRES
CM AMOROSES,ALQUERIAS
CM ANDREU,ALQUERIAS
CM ANTONIO BERNAL,SANGONERA SECA
CM ANTONIO SALAZAR,SANGONERA SECA
CM ARCOS,VALLADOLISES
CM AURELIO ROMERO,JERON.-AVILESES
CM AURELIO ROMERO,SUCINA
CM BADEN DE COBATILLAS,SUCINA
CM BADEN,ERA ALTA
CM BALSA,EL PALMAR
CM BARCA DE LA,RAYA LA
CM BARCA SALAZAR,BENIAJAN
CM BARKIRIA,ALGEZARES
CM BARNUEVO,PUNTAL EL
CM BARRANCO BLANCO-TORREGUIL,SANGONERA SECA
CM BELMONTES,ZENETA
CM BENIALE,PUEBLA DE SOTO
CM BLASES DE LOS,MARTINEZ PUERTO
CM BLAS MORENO,BENIAJAN
CM BRAZAL LA MOTA,ALQUERIAS
CM BRAZAL NUEVO,ALQUERIAS
CM BRAZOS,ALGEZARES
CM CABECICO DEL REY,VALLADOLISES
CM CABECICOS,LLANO BRUJAS
CM CABEZO DEL ANGEL,JAVALI NUEVO
CM CABEZO NEGRO,SANGONERA SECA
CM CABILAS,ARBOLEJA LA
CM CAMINO VIEJO MONTEAGUDO,S.Y ZARAICHE
CM CAMPO DE FUTBOL,EL PALMAR
CM CAMPUZANO,MARTINEZ PUERTO
CM CANTERAS,CHURRA
CM CANTERAS,TORREAGUERA
CM CAPITOS,COBATILLAS
CM CARCANOX,ALQUERIAS
CM CARRETAS,ALBERCA LA
CM CARRIL ALARCONES,S.Y ZARAICHE
CM CARRIL ATOCHEROS,S.Y ZARAICHE
CM CARRIL JUANELES,S.Y ZARAICHE
CM CARRIL MIGALO,GARRES LOS
CM CARRIL PALMERAL,S.Y ZARAICHE
CM CARTUJOS,SANGONERA SECA
CM CASABLANCA,ALQUERIAS
CM CASAS LOS PINTADOS,VALLADOLISES
CM CASTELICHE,MONTEAGUDO
CM CASTILLO DE LARACHE,MONTEAGUDO
CM CATALAN,SANTA CRUZ
CM CATORCE - VALLE SOL,GEA Y TRUYOLS
CM CEMENTERIO,CORVERA
CM CEMENTERIO DEL,SANGONERA VERDE
CM CEMENTERIO,JAVALI NUEVO
CM CEMENTERIO,JAVALI VIEJO
CM CEMENTERIO,JERON.-AVILESES
CM CEMENTERIO,MARTINEZ PUERTO
CM CEMENTERIO,RAMOS LOS
CM CEMENTERIO,SANGONERA SECA
CM CERCA ABAJO,SUCINA
CM CHIQUITILLOS,ALQUERIAS
CM CHOCOROS,ALBATALIA LA
CM CIENTO DIECISEIS,GEA Y TRUYOLS
CM CINCUENTA - VALLE SOL,GEA Y TRUYOLS
CM CIUDAD DE EIO,SANGONERA SECA
CM CLARISAS,SANGONERA SECA
CM COMPUERTAS,SANGONERA VERDE
CM CONCEPCION ARENAL,SANGONERA SECA
CM CONDE DEL VALLE,SANGONERA SECA
CM CONDE TEODOMIRO,SANGONERA SECA
CM CORBALANES,BENIAJAN
CM CORRALES LOS,SUCINA
CM CORTIJO BLANCO,SANGONERA SECA
CM COTO DE LOS CUADRADOS,ESPARRAGAL
CM CUARENTA Y UNO,GEA Y TRUYOLS
CM CUARENTE Y CUATRO - VALLE,GEA Y TRUYOLS
CM CUATRO - VALLE SOL,GEA Y TRUYOLS
CM DE LA BATALLA,SANGONERA SECA
CM DE LA ERA,LLANO BRUJAS
CM DE LA HERRERA,MURCIA
CM DE LA ROMERIA,TORREAGUERA
CM DE LA SILLA,SANGONERA SECA
CM DE LA TORRE,ALJUCER
CM DE LA VERDOLAGA,ESPARRAGAL
CM DE LA VIA,JAVALI NUEVO
CM DEL AZAHAR,SANGONERA SECA
CM DEL BUFIOS,SAN GINES
CM DEL ESPLIEGO,ESPARRAGAL
CM DEL HAZ,ALGEZARES
CM DEL HIBISCUS,SANGONERA SECA
CM DEL OLIVO,SANGONERA SECA
CM DE LOS ALMENDROS,EL PALMAR
CM DE LOS CUCOS,EL PALMAR
CM DE LOS GARRES,GARRES LOS
CM DE LOS LAGOS,SANGONERA SECA
CM DE LOS TEATINOS,SANGONERA SECA
CM DEL RIO,SANGONERA SECA
CM DEL TRANSFORMADOR,SANGONERA SECA
CM DEL VALLE,SANGONERA SECA
CM DEL VEDO,CORVERA
CM DE SANTIAGO,SANGONERA SECA
CM DIEZ,GEA Y TRUYOLS
CM DOCE VALLE - VALLE SOL,GEA Y TRUYOLS
CM DOS - VALLE SOL,GEA Y TRUYOLS
CM EL ALBAR,SANGONERA SECA
CM EL ROMERAL,SAN GINES
CM ENMEDIO,MURCIA
CM ENMEDIO,PUENTE TOCINOS
CM ERMITA,ALGEZARES
CM ERMITA DE BELEN,SANGONERA SECA
CM ERMITA RIOS,LOBOSILLO
CM ERMITA,SAN GINES
CM ESCOLAPIOS,SANGONERA SECA
CM ESPADAS,LLANO BRUJAS
CM FAUSTINO,ALJUCER
CM FELICIANA,ALQUERIAS
CM FERMINES,PUENTE TOCINOS
CM FLORA,ESPARRAGAL
CM FONTANILLAS,MONTEAGUDO
CM FORESTALES,GARRES LOS
CM FRANCISCANOS,SANGONERA SECA
CM FRAY LUIS DE LEON,SANGONERA SECA
CM FRUCTUOSOS,ESPARRAGAL
CM FUENSANTA DE LA(STGO EL M,MURCIA
CM GARCIAS,ALQUERIAS
CM GAVILANA,CABEZO TORRES
CM GONZALEZ,BENIAJAN
CM GREGORIO MOLERA,SANGONERA SECA
CM GUADALUPE,GUADALUPE
CM HELENA DE TROYA,SANGONERA SECA
CM HERRERA,MURCIA
CM HERREROS,SAN GINES
CM HONDO,MURCIA
CM HONDO,NONDUERMAS
CM HONDO,SAN GINES
CM HONDO,SAN JOSE
CM HUERTA,AGRUP. LINEALES
CM HUERTA MURCIANA,SANGONERA SECA
CM ISIDRO,ALBATALIA LA
CM JEREZAS,ALQUERIAS
CM JUANILLOS,SANGONERA SECA
CM LA APARECIDA,ALJUCER
CM LA ERA,ALGEZARES
CM LA FLORIDA,ALQUERIAS
CM LA LOCIA,SANGONERA SECA
CM LANZA,SAN JOSE
CM LAS BALSAS,ESPARRAGAL
CM LAS BRONTES,EL PALMAR
CM LAS GRANJAS,SANGONERA SECA
CM LAS ROJAS,SANGONERA SECA
CM LIMONEROS,ARBOLEJA LA
CM LLANO DEL CAMPILLO,ESPARRAGAL
CM LOMA LA,GEA Y TRUYOLS
CM LOS CERROS,SANGONERA SECA
CM LOS CIPRESES,SANGONERA SECA
CM LOS FUSILES,RAAL EL
CM LOS LUCAS,BENIAJAN
CM LOS MARTINEZ,RAMOS LOS
CM LOS OLMOS,ZARANDONA
CM LOS PARTIDORES,ALJUCER
CM LOS PINOS,ESPARRAGAL
CM LOS RASPAJINES,ALJUCER
CM LOS VIZCOS,SAN GINES
CM MANZANARES,ALBATALIA LA
CM MARIANISTAS,SANGONERA SECA
CM MARQUEZ,EL BOJAR
CM MATEOS,RAAL EL
CM MAURILLOS,ALJUCER
CM MEJORANA,ESPARRAGAL
CM MENCHONES,SAN GINES
CM MENJALACO,PUEBLA DE SOTO
CM MERANCHO DE LOS MOLINAS,COBATILLAS
CM MERCENARIOS,SANGONERA SECA
CM MIGUELETES,GEA Y TRUYOLS
CM MIRASIERRA,SANGONERA SECA
CM MOLINO,VALLADOLISES
CM MOLINO VIEJO,SANGONERA SECA
CM MONTEAZAHAR,EL BOJAR
CM MONTOYAS,ALJUCER
CM MORUNOS,S.Y ZARAICHE
CM MOTOR DE LA TORRE,SANGONERA SECA
CM MUNDO NUEVO,MONTEAGUDO
CM MURCIA,CABEZO TORRES
CM MURCIAS DE  LOS,ALJUCER
CM NANOS,BENIAJAN
CM NICOLASES,ALQUERIAS
CM OCHO - VALLE SOL,GEA Y TRUYOLS
CM OLMOS,SAN JOSE
CM ORDEN CARMELITA,SANGONERA SECA
CM ORDEN DE CLUNY,SANGONERA SECA
CM ORDEN DE LA TRAPA,SANGONERA SECA
CM ORDEN DE MALTA,SANGONERA SECA
CM ORDEN DOMINICA,SANGONERA SECA
CM ORENES BASTIDA,CABEZO TORRES
CM ORILLA DE LA VIA,SANGONERA SECA
CM ORILLA DEL RIO,PUENTE TOCINOS
CM PALLARESES,ALQUERIAS
CM PALMERAL,SANGONERA VERDE
CM PALOMA,ALBERCA LA
CM PALOMAR DEL,RAYA LA
CM PARADOR,ALQUERIAS
CM PARDOS LOS,JERON.-AVILESES
CM PELASPIGAS,SANGONERA SECA
CM PEPE DEL TIO PEPITO,ALQUERIAS
CM PEPITOS,ALQUERIAS
CM PERICO EL PELAO,SANGONERA SECA
CM PERRALLAS,SANGONERA VERDE
CM PESCADORES,TORREAGUERA
CM PINOS,SAN JOSE
CM PINOS,ZENETA
CM POCICOS,ALGEZARES
CM PORTACHO,ZENETA
CM POZOS LOS,SANGONERA SECA
CM PUENTE DE LOS ILLANES,GUADALUPE
CM PUENTE DEL VADILLO,SANGONERA SECA
CM PUENTE DE TABLAS,SANGONERA SECA
CM PUENTE MAGAZ,GUADALUPE
CM PUENTE TOCINOS,TORREAGUERA
CM PUERTO DE LA CADENA,EL PALMAR
CM QUINCE - VALLE SOL,GEA Y TRUYOLS
CM RAIGUERO,EL PALMAR
CM RAMBLA DE BELEN,SANGONERA SECA
CM RAMBLA DE LAS SALINAS,SANGONERA SECA
CM RAMBLA HIGUERA,CABEZO TORRES
CM RAMBLA PUERTO,BENIAJAN
CM REGUERON,NONDUERMAS
CM RICANA,BENIAJAN
CM RIO ALMANZORA,SANGONERA SECA
CM RIO COTA,SANGONERA SECA
CM RIO EBRO,SANGONERA SECA
CM RIO ISLA,SANGONERA SECA
CM RIO NUBLA,EL PALMAR
CM RIO NUBLA,SANGONERA SECA
CM RIO SEGURA,SANGONERA SECA
CM ROMEROS,NONDUERMAS
CM ROQUES,SAN BENITO
CM RUICES,MARTINEZ PUERTO
CM SALABOSQUE,ALBERCA LA
CM SALADARES 1,TORREAGUERA
CM SALADARES 2,TORREAGUERA
CM SALADARES,RAMOS LOS
CM SALADARES,TORREAGUERA
CM SALESAS,SANGONERA SECA
CM SAN ANTON,EL BOJAR
CM SAN ANTONIO,SANGONERA SECA
CM SANCHEZ,CABEZO TORRES
CM SANCHEZ,SUCINA
CM SAN JOSE,GARRES LOS
CM SAN JOSE,SAN JOSE
